index,assetsType,component_count,ema_avg_deviation,ema_max_deviation,issues
OMI-EUR,Altcoins,2,0.2825,0.3480,AL-4: only 2 distinct exchanges (need ≥3)
OMI-USD,Altcoins,2,0.3211,0.3364,AL-4: only 2 distinct exchanges (need ≥3)
OMI-USDC,Altcoins,2,0.3197,0.3657,AL-4: only 2 distinct exchanges (need ≥3)
OMI-USDT,Altcoins,2,0.3220,0.3424,AL-4: only 2 distinct exchanges (need ≥3)
ONDO-EUR,Altcoins,1,0.1489,0.1489,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
ONDO-USD,Altcoins,4,0.1648,0.2243,AL-1: Binance available but not in components
ONE-EUR,Altcoins,1,0.0287,0.0287,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
ONE-USD,Altcoins,4,0.1508,0.2473,AL-1: Bybit available but not in components
ONT-EUR,Altcoins,4,0.8214,2.6880,AL-5: ema_avg_deviation 0.82% > 0.5%; AL-5: ema_max_deviation 2.69% > 1.5%; AL-5: Kucoin ONT/USDT deviation 2.68% > 2%
ONT-USD,Altcoins,4,1.1528,3.1366,AL-5: ema_avg_deviation 1.15% > 0.5%; AL-5: ema_max_deviation 3.14% > 1.5%; AL-5: Kucoin ONT/USDT deviation 3.13% > 2%
ONT-USDC,Altcoins,4,0.9940,2.4929,AL-5: ema_avg_deviation 0.99% > 0.5%; AL-5: ema_max_deviation 2.49% > 1.5%; AL-5: Kucoin ONT/USDT deviation 2.48% > 2%
OP-EUR,Altcoins,3,0.0396,0.0441,AL-1: Binance available but not in components; AL-1: Bybit available but not in components
OP-USD,Altcoins,5,0.1392,0.3923,AL-1: Bybit available but not in components
OPN-USDT,Altcoins,3,0.1913,0.3134,AL-1: Binance available but not in components
ORBS-EUR,Altcoins,1,0.2208,0.2208,AL-1: OKX available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
ORCL-USDT,TradFi,3,0.1134,0.1773,TF-1: dxFeed available but not in components
ORDER-USDT,Altcoins,5,0.5084,0.6269,AL-5: ema_avg_deviation 0.51% > 0.5%
PARTI-TRY,Altcoins,1,0.0525,0.0574,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
PAXG-TRY,Altcoins,2,0.0392,0.0406,AL-4: only 2 distinct exchanges (need ≥3)
PENGU-TRY,Altcoins,2,0.0443,0.0778,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
PEOPLE-EUR,Altcoins,1,0.0185,0.0185,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
PEOPLE-USD,Altcoins,4,0.1470,0.2773,AL-1: Bybit available but not in components
PEPE-TRY,Altcoins,3,0.0841,0.1457,AL-1: Bybit available but not in components
PEPE-USD,Altcoins,5,0.0355,0.0722,AL-1: Binance available but not in components
PI-USDC,Altcoins,2,0.1007,0.1367,AL-1: OKX available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
PLTR-USDT,TradFi,5,0.0462,0.0956,TF-1: dxFeed available but not in components
PNUT-TRY,Altcoins,2,0.2861,0.5553,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
POR-USD,Altcoins,2,0.0430,0.0534,AL-4: only 2 distinct exchanges (need ≥3)
POR-USDT,Altcoins,2,0.0453,0.0586,AL-4: only 2 distinct exchanges (need ≥3)
PUMP-EUR,Altcoins,5,0.0695,0.1467,AL-1: Binance available but not in components
PUMP-TRY,Altcoins,3,0.0469,0.0730,AL-1: Bybit available but not in components
PUMP-USD,Altcoins,5,0.0922,0.2392,AL-1: Binance available but not in components
PUMP-USDC,Altcoins,5,0.1450,0.2171,AL-1: Binance available but not in components
PUMP-USDT,Altcoins,5,0.0870,0.2215,AL-1: Binance available but not in components
PYTH-USD,Altcoins,4,0.0987,0.2499,AL-1: Binance available but not in components
QQQ-USDT,TradFi,5,0.0937,0.1422,TF-1: dxFeed available but not in components
QTUM-EUR,Altcoins,1,0.0674,0.0674,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
RESOLV-TRY,Altcoins,2,0.7570,0.7654,AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_deviation 0.76% > 0.5%
RESOLV-USD,Altcoins,4,0.1287,0.2180,AL-1: Binance available but not in components
RESOLV-USDT,Altcoins,5,1.1370,1.2235,AL-5: ema_avg_deviation 1.14% > 0.5%
ROBO-EUR,Altcoins,4,0.1164,0.1789,AL-1: OKX available but not in components; AL-1: Binance available but not in components
ROBO-TRY,Altcoins,6,0.1382,0.2222,AL-1: Binance available but not in components
ROBO-USD,Altcoins,5,0.1735,0.2584,AL-1: OKX available but not in components; AL-1: Binance available but not in components
ROBO-USDC,Altcoins,4,0.1831,0.2531,AL-1: OKX available but not in components; AL-1: Binance available but not in components
ROBO-USDT,Altcoins,4,0.1135,0.2265,AL-1: OKX available but not in components; AL-1: Binance available but not in components
RON-EUR,Altcoins,3,0.0921,0.1666,AL-1: Binance available but not in components
RON-USD,Altcoins,3,0.0813,0.1864,AL-1: Binance available but not in components
RON-USDC,Altcoins,3,0.1209,0.1772,AL-1: Binance available but not in components
RON-USDT,Altcoins,3,0.0786,0.1126,AL-1: Binance available but not in components
RVN-EUR,Altcoins,2,0.0627,0.0798,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
SAHARA-TRY,Altcoins,3,0.0477,0.0555,AL-1: Bybit available but not in components
SAHARA-USD,Altcoins,3,0.1200,0.1718,AL-1: Bybit available but not in components
SAHARA-USDT,Altcoins,3,0.1143,0.1464,AL-1: Bybit available but not in components
SAND-EUR,Altcoins,2,0.1032,0.1579,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
SAND-USD,Altcoins,5,0.1031,0.2354,AL-1: Bybit available but not in components
SATS-EUR,Altcoins,1,0.0444,0.0444,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
SATS-USD,Altcoins,4,0.1001,0.2106,AL-1: Binance available but not in components; AL-1: Bybit available but not in components
SATS-USDC,Altcoins,5,0.1379,0.2547,AL-1: Binance available but not in components
SATS-USDT,Altcoins,5,0.2360,0.4042,AL-1: Binance available but not in components
SCR-EUR,Altcoins,1,0.0070,0.0070,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
SCR-USD,Altcoins,4,0.1503,0.2454,AL-1: Bybit available but not in components
SD-USD,Altcoins,2,0.2749,0.3141,AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
SD-USDT,Altcoins,2,0.1254,0.1708,AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
SENT-EUR,Altcoins,5,0.2258,0.3036,AL-1: OKX available but not in components
SENT-TRY,Altcoins,4,0.0637,0.1070,AL-1: OKX available but not in components
SENT-USD,Altcoins,4,0.0554,0.0867,AL-1: OKX available but not in components
SENT-USDC,Altcoins,4,0.4672,0.5174,AL-1: OKX available but not in components
SENT-USDT,Altcoins,5,0.2588,0.3794,AL-1: OKX available but not in components
SHIB-EUR,Altcoins,4,0.1500,0.2527,AL-1: Bybit available but not in components
SHIB-TRY,Altcoins,3,0.1599,0.2819,AL-1: Bybit available but not in components
SHIB-USD,Altcoins,5,0.0945,0.1736,AL-1: Bybit available but not in components
SKY-EUR,Altcoins,4,0.0614,0.1300,AL-1: Binance available but not in components
SKY-USD,Altcoins,4,0.0475,0.0767,AL-1: Binance available but not in components
SKY-USDC,Altcoins,4,0.0429,0.1285,AL-1: Binance available but not in components
SKY-USDT,Altcoins,4,0.0773,0.0951,AL-1: Binance available but not in components
SLP-USD,Altcoins,4,0.1912,0.5001,AL-1: Bybit available but not in components
SLP-USDT,Altcoins,4,0.1621,0.5078,AL-1: Bybit available but not in components
SNDK-USDT,TradFi,3,0.0620,0.0887,TF-1: dxFeed available but not in components
SNT-EUR,Altcoins,2,0.0461,0.0686,AL-4: only 2 distinct exchanges (need ≥3)
SNT-USD,Altcoins,2,0.0547,0.0718,AL-4: only 2 distinct exchanges (need ≥3)
SNT-USDC,Altcoins,2,0.0520,0.0713,AL-4: only 2 distinct exchanges (need ≥3)
SNT-USDT,Altcoins,2,0.0832,0.1248,AL-4: only 2 distinct exchanges (need ≥3)
SNX-USD,Altcoins,4,0.1870,0.3170,AL-1: Bybit available but not in components
SOL-USDC,Topcoins,5,0.1519,0.1736,TC: ema_avg_deviation 0.15% ≥ 0.15%
SONIC-EUR,Altcoins,1,0.1296,0.1296,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
SOPH-USDT,Altcoins,3,0.1678,0.2605,AL-1: OKX available but not in components
SPURS-USD,Altcoins,2,0.0430,0.0553,AL-4: only 2 distinct exchanges (need ≥3)
SPURS-USDT,Altcoins,2,0.1320,0.1355,AL-4: only 2 distinct exchanges (need ≥3)
SPY-USDT,TradFi,4,0.0460,0.0846,TF-1: dxFeed available but not in components
SSV-EUR,Altcoins,1,0.4450,0.4450,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
SSV-USD,Altcoins,4,0.1224,0.1921,AL-1: Bybit available but not in components
STETH-ETH,Altcoins,2,0.0161,0.0287,AL-4: only 2 distinct exchanges (need ≥3)
STRK-TRY,Altcoins,2,0.3274,0.3334,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
STRK-USD,Altcoins,6,0.9469,2.1695,AL-1: Binance available but not in components; AL-5: ema_avg_deviation 0.95% > 0.5%; AL-5: ema_max_deviation 2.17% > 1.5%; AL-5: Coinbase STRK/USD deviation 2.17% > 2%
STX-USD,Altcoins,5,0.0365,0.0545,AL-1: Bybit available but not in components
SUI-EUR,Altcoins,5,0.0900,0.1412,AL-1: Bybit available but not in components
SUI-TRY,Altcoins,3,0.1853,0.2166,AL-1: Bybit available but not in components
SUSHI-EUR,Altcoins,2,0.2060,0.2346,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
SUSHI-USD,Altcoins,5,0.1588,0.3637,AL-1: Bybit available but not in components
T-EUR,Altcoins,1,0.0232,0.0232,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
TIA-TRY,Altcoins,2,0.4699,0.5102,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
TNSR-EUR,Altcoins,2,0.0390,0.0548,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
TNSR-TRY,Altcoins,4,0.1040,0.1940,AL-1: Bybit available but not in components
TNSR-USD,Altcoins,4,0.0963,0.1762,AL-1: Bybit available but not in components
TON-EUR,Altcoins,4,0.0218,0.0580,AL-1: Binance available but not in components
TON-USD,Altcoins,4,0.0702,0.0849,AL-1: Binance available but not in components
TRA-USD,Altcoins,2,0.1784,0.2011,AL-4: only 2 distinct exchanges (need ≥3)
TRA-USDT,Altcoins,2,0.6131,0.8011,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_deviation 0.61% > 0.5%
TRX-EUR,Altcoins,4,0.0357,0.0517,AL-1: Bybit available but not in components
TRX-TRY,Altcoins,3,0.0273,0.0442,AL-1: Bybit available but not in components
TRX-USDC,Altcoins,2,0.0802,0.0825,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
TSLA-USDT,TradFi,6,0.0453,0.0690,TF-1: dxFeed available but not in components
TSM-USDT,TradFi,4,0.0274,0.0404,TF-1: dxFeed available but not in components
TURBO-EUR,Altcoins,2,0.2249,0.2354,AL-1: OKX available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
UMA-EUR,Altcoins,1,0.2905,0.2905,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
UMA-USD,Altcoins,3,0.0981,0.2466,AL-1: Bybit available but not in components
UMA-USDC,Altcoins,3,0.1904,0.2074,AL-1: Bybit available but not in components
UMA-USDT,Altcoins,3,0.1313,0.1504,AL-1: Bybit available but not in components
UNI-EUR,Altcoins,3,0.1681,0.2858,AL-1: Binance available but not in components; AL-1: Bybit available but not in components
UNI-USD,Altcoins,4,0.0944,0.1345,AL-1: OKX available but not in components; AL-1: Bybit available but not in components
USD1-USDT,Altcoins,4,0.0144,0.0200,AL-1: OKX available but not in components
USDC-AUD,Fiat,4,0.1277,0.1477,Fiat: ema_avg_deviation 0.13% ≥ 0.1%
USDG-EUR,Fiat,2,0.0159,0.0205,Fiat: only 2 components (need ≥3)
USDT-AED,Fiat,1,0.0175,0.0175,Fiat: only 1 components (need ≥3)
USDT-AUD,Fiat,3,0.1326,0.1516,Fiat: ema_avg_deviation 0.13% ≥ 0.1%
UXLINK-USD,Altcoins,2,2.8670,3.0225,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_deviation 2.87% > 0.5%; AL-5: ema_max_deviation 3.02% > 1.5%; AL-5: OKX UXLINK/USDT deviation 3.01% > 2%; AL-5: Bybit UXLINK/USDT deviation 2.73% > 2%
UXLINK-USDT,Altcoins,2,2.6633,2.8150,AL-4: only 2 distinct exchanges (need ≥3); AL-5: ema_avg_deviation 2.66% > 0.5%; AL-5: ema_max_deviation 2.82% > 1.5%; AL-5: OKX UXLINK/USDT deviation 2.80% > 2%; AL-5: Bybit UXLINK/USDT deviation 2.53% > 2%
VELO-EUR,Altcoins,4,0.8630,0.8969,AL-5: ema_avg_deviation 0.86% > 0.5%
VELO-USD,Altcoins,3,0.0500,0.0790,AL-1: Bybit available but not in components
VELODROME-EUR,Altcoins,1,0.0851,0.0851,AL-4: only 1 distinct exchanges (need ≥3)
VINE-USDT,Altcoins,3,0.7264,0.9348,AL-5: ema_avg_deviation 0.73% > 0.5%
VIRTUAL-EUR,Altcoins,2,0.0612,0.0698,AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
W-EUR,Altcoins,1,0.0319,0.0319,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
W-USD,Altcoins,4,0.2235,0.4320,AL-1: Bybit available but not in components
WAL-USDT,Altcoins,5,0.1026,0.2463,AL-1: Binance available but not in components
WIF-EUR,Altcoins,2,0.2127,0.2266,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
WIF-TRY,Altcoins,2,0.1504,0.1592,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
WIF-USD,Altcoins,4,0.1204,0.1655,AL-1: Bybit available but not in components
WIN-EUR,Altcoins,1,0.0168,0.0168,AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
WOO-USD,Altcoins,4,0.2191,0.4035,AL-1: Bybit available but not in components
XAU-USD,TradFi,5,0.0582,0.0768,TF-3: Binance_LINEAR_PERPETUAL (score 4) available but not used; TF-3: OKX_PERPETUAL (score 4) available but not used
XAU-USDT,TradFi,5,0.0496,0.1066,TF-3: Binance_LINEAR_PERPETUAL (score 4) available but not used; TF-3: OKX_PERPETUAL (score 4) available but not used
XCU-USDT,TradFi,3,0.0607,0.1032,TF-1: Binance_LINEAR_INDEX available but not in components; TF-3: Binance_LINEAR_PERPETUAL (score 4) available but not used
XLM-EUR,Altcoins,5,0.1172,0.2137,AL-1: Bybit available but not in components
XLM-USD,Altcoins,5,0.0741,0.1019,AL-1: Bybit available but not in components
XPT-USDT,TradFi,3,0.2345,0.2493,TF-1: Binance_LINEAR_INDEX available but not in components
XRP-EUR,Topcoins,7,0.1985,0.2448,TC: ema_avg_deviation 0.20% ≥ 0.15%
XTZ-EUR,Altcoins,2,0.0160,0.0233,AL-1: Binance available but not in components; AL-1: Bybit available but not in components; AL-4: only 2 distinct exchanges (need ≥3)
XTZ-USD,Altcoins,4,0.0573,0.1285,AL-1: Bybit available but not in components
YFI-USD,Altcoins,4,0.0531,0.1336,AL-1: Bybit available but not in components
ZETA-EUR,Altcoins,3,0.5572,1.3224,AL-5: ema_avg_deviation 0.56% > 0.5%
ZETA-USDC,Altcoins,3,0.5123,1.5054,AL-5: ema_avg_deviation 0.51% > 0.5%; AL-5: ema_max_deviation 1.51% > 1.5%
ZETA-USDT,Altcoins,3,0.5559,1.4235,AL-5: ema_avg_deviation 0.56% > 0.5%
ZIL-EUR,Altcoins,1,0.0310,0.0310,AL-1: OKX available but not in components; AL-1: Binance available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
ZIL-USD,Altcoins,3,0.1618,0.2453,AL-1: Binance available but not in components; AL-1: Bybit available but not in components
ZKP-USDT,Altcoins,5,0.2313,0.4696,AL-1: Binance available but not in components
ZRO-EUR,Altcoins,1,0.2079,0.2079,AL-1: OKX available but not in components; AL-1: Bybit available but not in components; AL-4: only 1 distinct exchanges (need ≥3)
ZRO-USD,Altcoins,4,0.0375,0.0493,AL-1: Binance available but not in components
